Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
2071,"Merit Medical Systems, Inc. - Common Stock",MMSI,44.44,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2072,MakeMyTrip Limited - Ordinary Shares,MMYT,17.91,Consumer Cyclical,Travel & Leisure,,,,
2073,Monocle Acquisition Corporation - Common Stock,MNCL,10.13,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2074,Monocle Acquisition Corporation - Units,MNCLU,10.83,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2075,Monocle Acquisition Corporation - Warrants,MNCLW,nan,nan,nan,nan,,,
2076,MIND C.T.I. Ltd. - Ordinary Shares,MNDO,2.06,Technology,Software,Custom Computer Programming Services(541511),,,
2077,MannKind Corporation - Common Stock,MNKD,1.44,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2078,Menlo Therapeutics Inc. - Common Stock,MNLO,2.09,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2079,"MediciNova, Inc. - Common Stock",MNOV,5.76,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2080,Monopar Therapeutics Inc. - Common Stock,MNPR,8.75,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
2081,"Monro, Inc.  - Common Stock",MNRO,59.69,Consumer Cyclical,Vehicles & Parts,Other Motor Vehicle Parts Manufacturing(336390),,,
2082,"MainStreet Bancshares, Inc. - Common Stock",MNSB,13.76,Financial Services,Banks,Commercial Banking(522110),,,
2083,Monster Beverage Corporation - Common Stock,MNST,70.43,Consumer Defensive,Beverages - Non-Alcoholic,Soft Drink Manufacturing(312111),,,
2084,"Momenta Pharmaceuticals, Inc. - Common Stock",MNTA,33.36,Healthcare,Drug Manufacturers,Biological Product (except Diagnostic) Manufacturing(325414),,,
2085,"Manitex International, Inc. - common stock",MNTX,4.77,Industrials,Farm & Heavy Construction Machinery,Saw Blade and Handtool Manufacturing(332216),,,
2086,"MobileIron, Inc. - Common Stock",MOBL,4.96,Technology,Software,Software and Other Prerecorded Compact Disc(334614),,,
2087,"MidWestOne Financial Group, Inc. - Common Stock",MOFG,22.22,Financial Services,Banks,Commercial Banking(522110),,,
2088,Mogo Inc. - Common Shares,MOGO,1.179,Technology,Software,Software Publishers(511210),,,
2089,ECMOHO Limited - American Depositary Shares,MOHO,3.70,Consumer Cyclical,Retail - Cyclical,Other Direct Selling Establishments(454390),,,
2090,Momo Inc. - American Depositary Shares,MOMO,20.56,Communication Services,Interactive Media,,,,
2091,MorphoSys AG - American Depositary Shares,MOR,30.06,Healthcare,Biotechnology,,,,
2092,"Morphic Holding, Inc. - Common Stock",MORF,24.35,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2093,"Morningstar, Inc. - Common Stock",MORN,154.11,Financial Services,Capital Markets,Securities and Commodity Exchanges(523210),,,
2094,"MoSys, Inc. - Common Stock",MOSY,2.25,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2095,"Motus GI Holdings, Inc. - Common Stock",MOTS,1.35,Healthcare,Medical Diagnostics & Research,Irradiation Apparatus Manufacturing(334517),,,
2096,"Moxian, Inc. - Common Stock",MOXC,1.20,Communication Services,Interactive Media,All Other Information Services(519190),,,
2097,"Motorcar Parts of America, Inc. - Common Stock",MPAA,17.39,Consumer Cyclical,Vehicles & Parts,Other Motor Vehicle Parts Manufacturing(336390),,,
2098,Mid Penn Bancorp - Common Stock,MPB,20.53,Financial Services,Banks,Commercial Banking(522110),,,
2099,"Monolithic Power Systems, Inc. - Common Stock",MPWR,226.52,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2100,"Everspin Technologies, Inc. - Common Stock",MRAM,7.57,Technology,Semiconductors,Computer Storage Device Manufacturing(334112),,,
2101,Meridian Corporation - Common Stock,MRBK,17.20,Financial Services,Banks,Commercial Banking(522110),,,
2102,Monroe Capital Corporation - Common Stock,MRCC,8.20,Financial Services,Banks,Portfolio Management(523920),,,
2103,Monroe Capital Corporation - 5.75% Notes due 2023,MRCCL,nan,nan,nan,nan,,,
2104,Mercury Systems Inc - Common Stock,MRCY,88.17,Industrials,Aerospace & Defense,National Security(928110),,,
2105,Mereo BioPharma Group plc - American Depositary Shares,MREO,2.6001,Healthcare,Biotechnology,,,,
2106,Marin Software Incorporated - Common Stock,MRIN,1.32,Technology,Software,Software Publishers(511210),,,
2107,"Marker Therapeutics, Inc. - Common Stock",MRKR,2.27,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2108,Marlin Business Services Corp. - Common Stock,MRLN,9.21,Financial Services,Credit Services,Sales Financing(522220),,,
2109,"Moderna, Inc. - Common Stock",MRNA,58.23,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2110,"Marinus Pharmaceuticals, Inc. - Common Stock",MRNS,2.67,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2111,"Mersana Therapeutics, Inc. - Common Stock",MRSN,19.97,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2112,"Marten Transport, Ltd. - Common Stock",MRTN,23.91,Industrials,Transportation,"General Freight Trucking, Long-Distance, Truckload(484121)",,,
2113,"Mirati Therapeutics, Inc. - Common Stock",MRTX,105.00,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2114,Merus N.V. - Common Shares,MRUS,15.72,Healthcare,Biotechnology,,,,
2115,Marvell Technology Group Ltd. - Common Stock,MRVL,35.17,Technology,Semiconductors,,,,
2116,MSB Financial Corp. - Common Stock,MSBF,13.25,Financial Services,Banks,Savings Institutions(522120),,,
2117,"Midland States Bancorp, Inc. - Common Stock",MSBI,16.95,Financial Services,Banks,Commercial Banking(522110),,,
2118,Middlesex Water Company - Common Stock,MSEX,68.75,Utilities,Utilities - Regulated,Water Supply and Irrigation Systems(221310),,,
2119,Microsoft Corporation - Common Stock,MSFT,189.80,Technology,Software,Software Publishers(511210),,,
2120,"MISONIX, Inc. - Common Stock",MSON,15.57,Healthcare,Medical Devices & Instruments,Surgical Appliance and Supplies Manufacturing(339113),,,
2121,MicroStrategy Incorporated - Class A Common Stock,MSTR,125.68,Technology,Software,Software Publishers(511210),,,
2122,"Mid-Southern Bancorp, Inc. - Common Stock",MSVB,12.22,Financial Services,Banks,Commercial Banking(522110),,,
2123,"MTBC, Inc. - Common Stock",MTBC,7.29,Healthcare,Healthcare Providers & Services,All Other Miscellaneous Ambulatory Health Care Services(621999),,,
2124,"MTBC, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",MTBCP,25.536,Healthcare,Healthcare Providers & Services,All Other Miscellaneous Ambulatory Health Care Services(621999),,,
2125,"MMTec, Inc. - Common Shares",MTC,6.70,Technology,Software,Securities Brokerage(523120),,,
2126,"Match Group, Inc. - Common Stock",MTCH,89.69,Communication Services,Interactive Media,Internet Publishing and Broadcasting and Web Search Portals(519130),,,
2127,"Molecular Templates, Inc. - Common Stock",MTEM,15.61,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2128,"Mannatech, Incorporated - Common Stock",MTEX,16.69,Consumer Defensive,Consumer Packaged Goods,Medicinal and Botanical Manufacturing(325411),,,
2129,Materialise NV - American Depositary Shares,MTLS,28.02,Technology,Software,,,,
2130,Midatech Pharma PLC - American Depositary Shares,MTP,1.37,Healthcare,Biotechnology,,,,
2131,Matrix Service Company - Common Stock,MTRX,11.90,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2132,MTS Systems Corporation - Common Stock,MTSC,21.66,Technology,Hardware,Other Measuring and Controlling Device Manufacturing(334519),,,
2133,"MACOM Technology Solutions Holdings, Inc. - Common Stock",MTSI,33.89,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2134,MER Telemanagement Solutions Ltd. - Ordinary Shares,MTSL,1.04,Communication Services,Telecommunication Services,All Other Telecommunications(517919),,,
2135,"Micron Technology, Inc. - Common Stock",MU,53.15,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2136,MVB Financial Corp. - Common Stock,MVBF,15.46,Financial Services,Banks,Savings Institutions(522120),,,
2137,"MicroVision, Inc. - Common Stock",MVIS,1.25,Technology,Hardware,Measuring(333914),,,
2138,"Mohawk Group Holdings, Inc. - Common Stock",MWK,5.31,Technology,Hardware,Audio and Video Equipment Manufacturing(334310),,,
2139,"Maxim Integrated Products, Inc. - Common Stock",MXIM,60.66,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2140,"First Western Financial, Inc. - Common Stock",MYFW,13.88,Financial Services,Banks,Commercial Banking(522110),,,
2141,"Myriad Genetics, Inc. - Common Stock",MYGN,16.19,Healthcare,Medical Diagnostics & Research,In-Vitro Diagnostic Substance Manufacturing(325413),,,
2142,Mylan N.V. - Common Stock,MYL,18.45,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2143,"MyoKardia, Inc. - Common Stock",MYOK,99.93,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2144,MYOS RENS Technology Inc. - Common Stock,MYOS,0.939,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2145,"MYR Group, Inc. - Common Stock",MYRG,32.02,Industrials,Construction,Water and Sewer Line and Related Structures Construction(237110),,,
2146,"My Size, Inc. - Common Stock",MYSZ,1.35,Technology,Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),,,
2147,"Urban Tea, Inc. - Ordinary Shares",MYT,0.61,Consumer Cyclical,Restaurants,,,,
2148,"Natural Alternatives International, Inc. - Common Stock",NAII,7.11,Consumer Defensive,Consumer Packaged Goods,Other Snack Food Manufacturing(311919),,,
2149,Naked Brand Group Limited - Ordinary Shares,NAKD,1.63,Consumer Cyclical,Manufacturing - Apparel & Accessories,All Other Miscellaneous Manufacturing(339999),,,
2150,"NanoVibronix, Inc. - Common Stock",NAOV,2.2001,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2151,"Inari Medical, Inc. - Common Stock",NARI,51.11,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2152,"Nathan's Famous, Inc. - Common Stock",NATH,61.32,Consumer Cyclical,Restaurants,Limited-Service Restaurants(722513),,,
2153,National Instruments Corporation - Common Stock,NATI,41.69,Technology,Software,Software Publishers(511210),,,
2154,"Nature's Sunshine Products, Inc. - Common Stock",NATR,9.79,Consumer Defensive,Consumer Packaged Goods,Pharmaceutical Preparation Manufacturing(325412),,,
2155,Navient Corporation - Common Stock,NAVI,8.70,Financial Services,Credit Services,Other Activities Related to Credit Intermediation(522390),,,
2156,Newborn Acquisition Corp. - Ordinary Shares,NBAC,9.81,Financial Services,Diversified Financial Services,,,,
2157,Newborn Acquisition Corp. - Right,NBACR,nan,nan,nan,nan,,,
2158,Newborn Acquisition Corp. - Unit,NBACU,9.99,Financial Services,Diversified Financial Services,,,,
2159,Newborn Acquisition Corp. - Warrant,NBACW,nan,nan,nan,nan,,,
2160,New Age Beverages Corporation - Common Stock,NBEV,1.80,Consumer Defensive,Beverages - Non-Alcoholic,Soft Drink Manufacturing(312111),,,
2161,"Neurocrine Biosciences, Inc. - Common Stock",NBIX,118.82,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2162,Noble Energy Inc. - Common Stock,NBL,11.78,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
2163,"Noble Midstream Partners LP - Common Units, Representing Limited Partner Interests",NBLX,11.35,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2164,Northeast Bank - Common Stock,NBN,18.27,Financial Services,Banks,Commercial Banking(522110),,,
2165,Nabriva Therapeutics plc - Ordinary Shares,NBRV,0.8783,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2166,"NeuBase Therapeutics, Inc.  - Common Stock",NBSE,7.49,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2167,NBT Bancorp Inc. - Common Stock,NBTB,33.42,Financial Services,Banks,Commercial Banking(522110),,,
2168,Nicolet Bankshares Inc. - Common Stock,NCBS,59.11,Financial Services,Banks,Commercial Banking(522110),,,
2169,"National CineMedia, Inc. - Common Stock",NCMI,3.50,Communication Services,Media - Diversified,Other Services Related to Advertising(541890),,,
2170,NuCana plc - American Depositary Shares,NCNA,6.08,Healthcare,Biotechnology,,,,
2171,"NCS Multistage Holdings, Inc. - Common Stock",NCSM,0.7362,Energy,Oil & Gas,All Other Support Services(561990),,,
2172,The9 Limited - American Depository Shares representing three ordinary shares,NCTY,0.7301,Communication Services,Interactive Media,,,,
2173,"Nasdaq, Inc. - Common Stock",NDAQ,120.09,Financial Services,Capital Markets,Securities and Commodity Exchanges(523210),,,
2174,Noodles & Company - Common Stock,NDLS,6.07,Consumer Cyclical,Restaurants,Limited-Service Restaurants(722513),,,
2175,ENDRA Life Sciences Inc. - Common Stock,NDRA,0.948,Healthcare,Medical Diagnostics & Research,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2176,ENDRA Life Sciences Inc. - Warrants,NDRAW,nan,nan,nan,nan,,,
2177,Nordson Corporation - Common Stock,NDSN,199.78,Industrials,Industrial Products,All Other Miscellaneous General Purpose Machinery Manufacturing(333999),,,
2178,Nebula Acquisition Corporation - Class A Common Stock,NEBU,13.35,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2179,Nebula Acquisition Corporation - Unit,NEBUU,23.10,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2180,Nebula Acquisition Corporation - Warrant,NEBUW,nan,nan,nan,nan,,,
2181,"NeoGenomics, Inc. - Common Stock",NEO,27.75,Healthcare,Medical Diagnostics & Research,Research and Development in Biotechnology (except Nanobiotechnology)(541714),,,
2182,Neogen Corporation - Common Stock,NEOG,72.83,Healthcare,Medical Diagnostics & Research,Pharmaceutical Preparation Manufacturing(325412),,,
2183,Neonode Inc. - Common Stock,NEON,5.90,Technology,Hardware,Other Electronic Component Manufacturing(334419),,,
2184,"Neos Therapeutics, Inc. - Common Stock",NEOS,0.9037,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2185,"Nephros, Inc. - Common Stock",NEPH,8.00,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2186,Neptune Wellness Solutions Inc. - Ordinary Shares,NEPT,3.07,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2187,"Minerva Neurosciences, Inc - Common Stock",NERV,3.66,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2188,National Energy Services Reunited Corp. - Ordinary Shares,NESR,6.93,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2189,National Energy Services Reunited Corp. - Warrant,NESRW,nan,nan,nan,nan,,,
2190,"Net Element, Inc. - Common Stock",NETE,2.5341,Technology,Software,Software Publishers(511210),,,
2191,"Newater Technology, Inc. - Ordinary Shares",NEWA,2.54,Industrials,Waste Management,,,,
2192,Newtek Business Services Corp. - Common Stock,NEWT,17.86,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
2193,Newtek Business Services Corp. - 6.25% Notes Due 2023,NEWTI,nan,nan,nan,nan,,,
2194,Newtek Business Services Corp. - 5.75% Notes due 2024,NEWTL,nan,nan,nan,nan,,,
2195,NextDecade Corporation - Common Stock,NEXT,2.40,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2196,"Northfield Bancorp, Inc. - Common Stock",NFBK,12.20,Financial Services,Banks,Commercial Banking(522110),,,
2197,New Fortress Energy LLC - Class A Shares Representing Limited Liability Company Interests.,NFE,14.04,Utilities,Utilities - Regulated,Natural Gas Distribution(221210),,,
2198,Netfin Acquisition Corp. - Class A Ordinary Shares,NFIN,10.03,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2199,Netfin Acquisition Corp. - Unit,NFINU,10.40,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2200,Netfin Acquisition Corp. - Warrants,NFINW,0.465,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2201,"Netflix, Inc. - Common Stock",NFLX,434.05,Communication Services,Media - Diversified,Motion Picture Theaters (except Drive-Ins)(512131),,,
2202,First Trust India Nifty 50 Equal Weight ETF,NFTY,28.367,,,,,,
2203,National General Holdings Corp - Common Stock,NGHC,22.39,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2204,"National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C",NGHCN,24.305,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2205,National General Holdings Corp - Depositary Shares,NGHCO,24.21,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2206,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A",NGHCP,24.267,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2207,National General Holdings Corp - 7.625% Subordinated Notes due 2055,NGHCZ,nan,nan,nan,nan,,,
2208,"NGM Biopharmaceuticals, Inc. - Common Stock",NGM,21.54,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2209,"NantHealth, Inc. - Common Stock",NH,2.85,Healthcare,Healthcare Providers & Services,Offices of All Other Miscellaneous Health Practitioners(621399),,,
2210,National Holdings Corporation - Common Stock,NHLD,1.94,Financial Services,Capital Markets,Securities Brokerage(523120),,,
2211,National Holdings Corporation - Warrants,NHLDW,nan,nan,nan,nan,,,
2212,Natural Health Trends Corp. - Commn Stock,NHTC,5.96,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
2213,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NICE,187.45,Technology,Software,,,,
2214,"Nicholas Financial, Inc. - Common Stock",NICK,8.35,Financial Services,Credit Services,Consumer Lending(522291),,,
2215,Niu Technologies - American Depositary Shares,NIU,11.79,Consumer Cyclical,Vehicles & Parts,,,,
2216,"NantKwest, Inc. - Common Stock",NK,5.65,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2217,Nikola Corporation - Common Stock,NKLA,79.73,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2218,Nikola Corporation - Warrant expiring 6/3/2025,NKLAW,29.49,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2219,"National Bankshares, Inc. - Common Stock",NKSH,31.52,Financial Services,Banks,Commercial Banking(522110),,,
2220,Nektar Therapeutics - Common Stock,NKTR,22.16,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2221,NortonLifeLock Inc. - Common Stock,NLOK,21.14,Technology,Software,Software Publishers(511210),,,
2222,"Neoleukin Therapeutics, Inc. - Common Stock",NLTX,14.95,Healthcare,Drug Manufacturers,Pharmacies and Drug Stores(446110),,,
2223,Navios Maritime Containers L.P. - Common units representing limited partner interests,NMCI,0.85,Industrials,Transportation,Marine Cargo Handling(488320),,,
2224,NMI Holdings Inc - Common Stock,NMIH,17.80,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2225,Nemaura Medical Inc. - Common Stock,NMRD,7.80,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2226,"Newmark Group, Inc. - Class A Common Stock",NMRK,6.235,Real Estate,Real Estate,Offices of Real Estate Agents and Brokers(531210),,,
2227,"9 Meters Biopharma, Inc. - Common Stock",NMTR,0.6638,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2228,"NN, Inc. - Common Stock",NNBR,5.73,Industrials,Conglomerates,Offices of Other Holding Companies(551112),,,
2229,Nano Dimension Ltd. - American Depositary Shares,NNDM,2.60,Technology,Hardware,,,,
2230,"NI Holdings, Inc. - Common Stock",NODK,15.34,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2231,"Novan, Inc. - Common Stock",NOVN,0.5069,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2232,Novus Capital Corporation - Units,NOVSU,9.94,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2233,Novanta Inc. - Common Shares,NOVT,111.32,Technology,Hardware,All Other Miscellaneous Electrical Equipment and Component Manufacturing(335999),,,
2234,New Providence Acquisition Corp. - Class A Common Stock,NPA,9.92,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2235,New Providence Acquisition Corp. - Unit,NPAUU,10.15,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2236,New Providence Acquisition Corp. - Warrant,NPAWW,nan,nan,nan,nan,,,
2237,"NeuroBo Pharmaceuticals, Inc. - Common Stock",NRBO,12.245,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2238,National Research Corporation - Common Stock,NRC,59.17,Healthcare,Medical Diagnostics & Research,Offices of All Other Miscellaneous Health Practitioners(621399),,,
2239,Northrim BanCorp Inc - Common Stock,NRIM,28.14,Financial Services,Banks,Offices of Bank Holding Companies(551111),,,
2240,"National Security Group, Inc. - Common Stock",NSEC,15.00,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2241,"Insight Enterprises, Inc. - Common Stock",NSIT,54.28,Technology,Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),,,
2242,"NAPCO Security Technologies, Inc. - Common Stock",NSSC,23.94,Industrials,Business Services,Security Systems Services (except Locksmiths)(561621),,,
2243,"NanoString Technologies, Inc. - Common Stock",NSTG,31.87,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2244,Nortech Systems Incorporated - Common Stock,NSYS,3.62,Technology,Hardware,Printed Circuit Assembly (Electronic Assembly) Manufacturing(334418),,,
2245,"NetApp, Inc. - Common Stock",NTAP,46.72,Technology,Hardware,Computer Storage Device Manufacturing(334112),,,
2246,"NetScout Systems, Inc. - Common Stock",NTCT,28.16,Technology,Software,Software Publishers(511210),,,
2247,Intec Pharma Ltd. - Ordinary Shares,NTEC,0.4423,Healthcare,Biotechnology,,,,
2248,"NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",NTES,409.54,Communication Services,Interactive Media,,,,
2249,"NETGEAR, Inc. - Common Stock",NTGR,26.53,Technology,Hardware,Telephone Apparatus Manufacturing(334210),,,
2250,Northern Technologies International Corporation - Common Stock,NTIC,8.8472,Basic Materials,Chemicals,All Other Basic Organic Chemical Manufacturing(325199),,,
2251,"Intellia Therapeutics, Inc. - Common Stock",NTLA,20.23,Healthcare,Biotechnology,In-Vitro Diagnostic Substance Manufacturing(325413),,,
2252,"Nutanix, Inc. - Class A Common Stock",NTNX,24.09,Technology,Software,Software and Other Prerecorded Compact Disc(334614),,,
2253,"Natera, Inc. - Common Stock",NTRA,41.90,Healthcare,Medical Diagnostics & Research,Medical Laboratories(621511),,,
2254,"Neurotrope, Inc. - Common Stock",NTRP,1.46,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2255,Northern Trust Corporation - Common Stock,NTRS,91.99,Financial Services,Asset Management,"Trusts, Estates, and Agency Accounts(525920)",,,
2256,"Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",NTRSO,25.475,Financial Services,Asset Management,"Trusts, Estates, and Agency Accounts(525920)",,,
2257,Natus Medical Incorporated - Common Stock,NTUS,23.84,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2258,NETSOL Technologies Inc. - Common Stock,NTWK,3.28,Technology,Software,Software Publishers(511210),,,
2259,"Nuance Communications, Inc. - Common Stock",NUAN,23.63,Technology,Software,Software Publishers(511210),,,
2260,"NeuroMetrix, Inc. - Common Stock",NURO,1.95,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2261,"NuVasive, Inc. - Common Stock",NUVA,65.41,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2262,"Novavax, Inc. - Common Stock",NVAX,45.93,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2263,Neovasc Inc. - Common Shares,NVCN,3.34,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2264,NovoCure Limited - Ordinary Shares,NVCR,68.34,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2265,NVIDIA Corporation - Common Stock,NVDA,361.84,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2266,NVE Corporation - Common Stock,NVEC,68.44,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2267,"NV5 Global, Inc. - Common Stock",NVEE,50.57,Industrials,Construction,Engineering Services(541330),,,
2268,"Nova Lifestyle, Inc - Common Stock",NVFY,1.51,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Upholstered Household Furniture Manufacturing(337121),,,
2269,InVivo Therapeutics Holdings Corp. - Common Stock,NVIV,2.07,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
2270,Nova Measuring Instruments Ltd. - Ordinary Shares,NVMI,50.19,Technology,Semiconductors,,,,
2271,"Novus Therapeutics, Inc. - Common Stock",NVUS,0.5949,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2272,"Northwest Bancshares, Inc. - Common Stock",NWBI,11.175,Financial Services,Banks,Savings Institutions(522120),,,
2273,Norwood Financial Corp. - Common Stock,NWFL,24.26,Financial Services,Banks,Commercial Banking(522110),,,
2274,"Newgioco Group, Inc. - Common Stock",NWGI,2.9799,Consumer Cyclical,Travel & Leisure,Other Gambling Industries(713290),,,
2275,Newell Brands Inc. - Common Stock,NWL,16.66,Consumer Defensive,Consumer Packaged Goods,All Other Plastics Product Manufacturing(326199),,,
2276,"National Western Life Group, Inc. - Class A Common Stock",NWLI,219.61,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
2277,Northwest Pipe Company - Common Stock,NWPX,26.37,Industrials,Industrial Products,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel(331210),,,
2278,News Corporation - Class B Common Stock,NWS,12.92,Communication Services,Media - Diversified,Television Broadcasting(515120),,,
2279,News Corporation - Class A Common Stock,NWSA,12.88,Communication Services,Media - Diversified,Television Broadcasting(515120),,,
2280,"NextGen Healthcare, Inc. - Common Stock",NXGN,11.82,Healthcare,Healthcare Providers & Services,Home Health Care Services(621610),,,
2281,NXP Semiconductors N.V. - Common Stock,NXPI,111.51,Technology,Semiconductors,,,,
2282,"Nexstar Media Group, Inc. - Class A Common Stock",NXST,93.67,Communication Services,Media - Diversified,Television Broadcasting(515120),,,
2283,"NextCure, Inc. - Common Stock",NXTC,26.18,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2284,NXT-ID Inc. - Common Stock,NXTD,0.4653,Industrials,Business Services,Investigation Services(561611),,,
2285,First Trust Indxx NextG ETF,NXTG,55.66,,,,,,
2286,"New York Mortgage Trust, Inc. - Common Stock",NYMT,3.06,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
